,Title,Price[USD],Subscribers,Reviews,Lectures,Level,Length[Weeks],Subject,Published_Date,Language
793,Cost Accounting Basics (Professional Course Level),20,1777,11,23,Beginner Level,1.0,Business Finance,2014-12-17,English
794,Learn to Reliably Invest In The Stock Market,50,841,14,19,All Levels,0.6166666666666667,Business Finance,2016-07-29,English
795,Hedge Fund Trading Systems Part Two - Stocks & ETFs,200,56,10,23,Expert Level,2.5,Business Finance,2017-05-16,English
796,Stock Market Option Trading: How Sell Options For Premium,200,1909,8,19,Intermediate Level,2.0,Business Finance,2015-02-08,English
797,Straddles and Strangles - Volatility moves in any direction,60,775,54,11,Expert Level,1.5,Business Finance,2013-03-12,English
798,Debt Collection Management: Get Paid On Time EVERY TIME!,20,1255,8,38,All Levels,3.0,Business Finance,2015-01-27,English
799,Learn about it,20,1193,24,27,All Levels,1.5,Business Finance,2014-06-05,English
800,Trading: Basics of Trading for Beginners,140,1309,4,20,Beginner Level,1.5,Business Finance,2015-11-11,English
801,Options Spreads Bundle-  the heart of Options Trading,120,623,43,8,Intermediate Level,2.5,Business Finance,2013-02-19,English
802,Trade the News in Forex: EA Robot Included,200,276,11,11,All Levels,0.5666666666666667,Business Finance,2016-08-30,English
803,Investment Portfolio Analysis with R,50,314,38,37,All Levels,6.5,Business Finance,2016-06-27,English
804,Basics of Economics For Beginners A to Z - A Complete Course,170,1942,5,24,Beginner Level,1.5,Business Finance,2015-08-24,English
805,Seeing the Big Picture: Understanding Financial Statements,50,885,69,14,All Levels,0.7166666666666667,Business Finance,2015-01-07,English
806,Financial Modeling for Professionals in 1 Day!,200,226,12,29,Intermediate Level,4.5,Business Finance,2016-12-05,English
807,Create Your Own Automated Stock Trading Robot In EXCEL!,150,461,45,44,All Levels,5.0,Business Finance,2015-12-09,English
808,FOREX: From Zero To Hero,150,152,27,26,All Levels,3.0,Business Finance,2017-02-07,English
809,Learn Call Options and Put Options - Introduction to Options,60,1017,74,20,Beginner Level,3.0,Business Finance,2013-02-15,English
810,1. Principles of Simple Interest ,20,1074,6,13,All Levels,1.0,Business Finance,2014-01-13,English
811,Double Entry Bookkeeping,50,440,17,10,Beginner Level,1.0,Business Finance,2016-06-15,English
812,MQL5 Tutorial Bootcamp,20,978,7,13,Beginner Level,0.5333333333333333,Business Finance,2016-01-29,English
813,Succeed at Options Even If You Don't Know Where to Start,200,36,1,12,All Levels,1.5,Business Finance,2017-04-17,English
814,"Buying, Selling, and Storing Precious Metal",20,74,1,14,All Levels,1.0,Business Finance,2013-02-27,English
815,Accounting Skills for Managers,20,78,3,10,Beginner Level,1.5,Business Finance,2012-06-27,English
816,Analysis and Evaluation of Economic Feasibility of Projects,100,10,1,8,Intermediate Level,1.0,Business Finance,2016-12-19,English
817,Technical Analysis: Understanding Price Action,45,39,6,37,All Levels,3.0,Business Finance,2016-08-26,English
818,Bitcoin For Beginners,50,37,3,22,Beginner Level,4.0,Business Finance,2014-12-29,English
819,"IAS 16-Property,Plant and Equipment ",0,2166,38,20,All Levels,3.0,Business Finance,2014-10-06,English
820,Basel II,50,78,6,57,All Levels,3.5,Business Finance,2014-03-06,English
821,Forex Trading Plan,50,21,3,24,All Levels,0.7,Business Finance,2016-02-13,English
822,Financial Modeling 101,0,1086,37,5,Beginner Level,0.6166666666666667,Business Finance,2016-12-19,English
823,Learn Financial Modeling from Scratch - Part1,50,7,4,29,All Levels,3.5,Business Finance,2016-04-06,English
824,Introduction to Small Business Accounting Training Tutorial,25,168,9,75,Beginner Level,3.5,Business Finance,2013-01-09,English
825,Learn Basic Concepts of Economics Step by Step - Complete,150,2801,6,25,All Levels,1.5,Business Finance,2015-08-16,English
826,Introduction to Digital Payments ,0,12217,351,17,Beginner Level,1.0,Business Finance,2014-04-29,English
827,The Beginner's Guide to the Futures and Options Trading,0,6185,138,20,All Levels,3.0,Business Finance,2016-01-18,English
828,Bitcoin Investing: The Complete Buy & Hold Strategy,25,477,70,41,All Levels,4.0,Business Finance,2016-01-10,English
829,Financial Modeling in Excel for Startups,50,1334,86,54,Beginner Level,6.0,Business Finance,2014-01-05,English
830,Learn to Trade Forex Naked Price Action Big Shadow Trade,0,5407,192,11,Intermediate Level,1.0,Business Finance,2016-01-25,English
831,Forex Trading For Beginners ,0,9483,183,22,Beginner Level,2.0,Business Finance,2016-01-14,English
832,Build a Trading Comps Valuation Model,50,1032,60,55,All Levels,7.0,Business Finance,2014-10-01,English
833,The Advanced Forex Course for Smart Traders,0,8236,144,25,All Levels,5.0,Business Finance,2015-10-09,English
834,Cost Accounting Overheads (Professional Course Level),20,2383,6,19,All Levels,2.5,Business Finance,2015-03-31,English
835,Beginners Guide to Stock Market Investing,0,3283,109,42,Beginner Level,2.5,Business Finance,2016-09-15,English
836,Financial Management Capital Market Instruments,25,2650,5,17,Beginner Level,1.0,Business Finance,2015-02-24,English
837,NPV and IRR Techniques for CA / CFA / CPA Exams,20,1551,5,55,Beginner Level,7.5,Business Finance,2014-09-22,English
838,Commercial Credit Analysis,50,545,48,42,All Levels,7.5,Business Finance,2014-03-12,English
839,Essential Finance For Managers,25,663,10,79,All Levels,5.5,Business Finance,2015-04-16,English
840,Bitcoin for Accountants,0,3519,102,6,Beginner Level,1.0,Business Finance,2015-02-06,English
841,ProTrader -  Advanced Technical Analysis,125,825,11,34,All Levels,2.0,Business Finance,2016-08-22,English
842,Binary Options Masterclass,200,70,11,16,All Levels,2.0,Business Finance,2017-02-13,English
843,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,120,357,71,20,All Levels,2.0,Business Finance,2016-05-03,English
844,"Financial Accounting, its Cycle, Statements & Analysis",20,853,4,35,Beginner Level,5.0,Business Finance,2016-03-08,English
845,Yield Curve Dynamics,50,397,24,19,All Levels,3.0,Business Finance,2014-03-12,English
846,Value Investing and Stock Market Fundamentals,195,74,8,17,Beginner Level,3.0,Business Finance,2016-04-07,English
847,Media Training for Financial Service Professionals,20,1254,2,64,All Levels,7.0,Business Finance,2014-12-11,English
848,Learn the Forex Naked Price Action Pogo Trade,60,89,4,10,Intermediate Level,1.0,Business Finance,2016-02-10,English
849,Forex - Price action Reversal Strategy,20,38,6,16,All Levels,1.0,Business Finance,2016-07-04,English
850,Budget preparation for an EU project proposal,50,18,4,5,Intermediate Level,1.0,Business Finance,2015-06-01,English
851,Corporate Finance and Alternative Investment for CFA L1,20,103,3,27,All Levels,4.5,Business Finance,2015-09-17,English
852,Don't Let Your Customers Run Your Business,50,7,3,28,Intermediate Level,2.5,Business Finance,2015-10-26,English
853,Stock Trading: Insider Tips For Determining Market Direction,95,104,1,11,All Levels,1.0,Business Finance,2015-07-07,English
854,TopTrader Academy - Complete Options Course,150,42,1,11,All Levels,3.0,Business Finance,2016-09-13,English
855,Working Capital Management for Entrepreneurs,20,507,5,15,Expert Level,1.0,Business Finance,2014-11-19,English
856,Learn Quickbooks to maintain books properly,20,241,5,26,Beginner Level,2.5,Business Finance,2015-11-09,English
857,CFA Level I Foundation: Introduction to Financial Reporting,50,226,5,13,Beginner Level,5.5,Business Finance,2013-08-05,English
858,"Fixed Income Valuation and Analysis, CFA L2",20,50,6,12,All Levels,3.0,Business Finance,2016-01-04,English
859,Corporation Tax Returns UK,50,100,23,25,All Levels,2.0,Business Finance,2015-07-23,English
860,Trading For Busy People,50,99,12,26,All Levels,3.0,Business Finance,2015-07-06,English
861,Basics of Trading,40,99,17,27,Beginner Level,1.0,Business Finance,2015-04-06,English
862,CFP - Introduction to Financial Planning,30,1192,12,38,Beginner Level,12.0,Business Finance,2014-02-21,English
863,Investment Portfolio Analysis with Python,50,209,13,37,All Levels,7.0,Business Finance,2016-07-13,English
864,Day Trading Market Structure Signals,0,5529,90,5,All Levels,2.0,Business Finance,2014-06-18,English
865,Professional Bookkeeping and Accounting 3: Double Entry ,35,81,8,33,All Levels,1.0,Business Finance,2016-01-21,English
866,"Accounting Basics by Hector Garcia, CPA",0,1924,120,5,Beginner Level,1.0,Business Finance,2016-02-25,English
867,Stock Markets: How I Became Rich By Changing How I Trade,20,646,6,17,All Levels,1.0,Business Finance,2015-09-13,English
868,Learn About Bitcoin and Bitcoin Mining,20,520,10,9,Beginner Level,0.5333333333333333,Business Finance,2015-05-01,English
869,Take Control By Learning The Stock Market Now,30,1440,0,21,Beginner Level,1.0,Business Finance,2015-03-10,English
870,Cost Accounting and Financial Management - A Complete Study,150,452,14,444,All Levels,45.0,Business Finance,2016-03-04,English
871,Learn Global Macro Trading & Investing for Retail Investor,75,178,16,27,All Levels,1.5,Business Finance,2016-07-15,English
872,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,50,21,2,54,All Levels,1.5,Business Finance,2017-04-14,German
873,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,100,12,4,17,Intermediate Level,2.5,Business Finance,2017-05-17,Arabic
874,TRADER BOT: Introdução à Linguagem MQL5,20,209,33,33,All Levels,70.0,Business Finance,2014-03-07,Portuguese
875,财务分析与估值建模入门,0,505,43,10,Beginner Level,1.5,Business Finance,2016-12-03,Chinese
876,Aprende desde cero a operar el mercado de divisas FOREX,90,16,4,24,All Levels,4.0,Business Finance,2015-10-23,Spanish
877,Cómo usar Metatrader 4 para hacer trading?,20,25,1,25,All Levels,6.0,Business Finance,2015-07-30,Spanish
878,Zoho Books Gestion Financière d'Entreprise pas à pas,0,229,0,33,All Levels,2.0,Business Finance,2017-05-26,French
879,Aprende a llevar la contabilidad de forma informatizada,25,6,1,27,Beginner Level,4.5,Business Finance,2016-02-08,Spanish
880,Psicología del trading,20,1,1,6,All Levels,0.6,Business Finance,2017-05-04,Spanish
881,La costruzione del budget di una proposta comunitaria,50,10,1,5,Intermediate Level,1.0,Business Finance,2015-01-30,Italian
882,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",60,1,1,33,All Levels,6.0,Business Finance,2016-12-13,German
883,Aprenda  a Investir,20,34,4,9,All Levels,8.0,Business Finance,2016-06-30,Portuguese
884,Teeter-Totter Accounting,90,0,0,12,Beginner Level,1.0,Business Finance,2017-02-08,English
885,beginning accounting,20,0,0,12,Intermediate Level,0.6333333333333333,Business Finance,2016-12-26,English
886,Stop Creditors from Harassing you and Avoid Bankruptcy,20,0,0,7,Beginner Level,0.6166666666666667,Business Finance,2017-02-02,English
887,Learn to trade using technical analysis,50,0,0,6,Intermediate Level,0.5333333333333333,Business Finance,2017-05-02,English
888,How to Invest Using ETFs from Former Wall Street Trader,200,0,0,10,All Levels,2.0,Business Finance,2017-02-15,English
889,Workshop on Banking Credit Analysis Process,100,0,0,7,All Levels,1.5,Business Finance,2017-06-28,English
890,The Cuckoo Strategy to get European Funding,160,0,0,6,All Levels,1.0,Business Finance,2016-01-06,English
891,Accounting - The 6 most important rules you must learn,20,0,0,9,All Levels,1.0,Business Finance,2017-05-25,English
892,Mutual Funds for Investors in Retirement Accounts,20,0,0,0,All Levels,0.0,Business Finance,2015-12-17,English
893,Free Ways to Create Passive Income Online,25,0,0,27,Beginner Level,1.0,Business Finance,2017-04-17,English
895,The Cash Flow Statement - An Introduction,50,0,0,10,Beginner Level,1.5,Business Finance,2017-06-28,English
896,"Options Foundation - Time Decay, Implied Volatility, Greeks",60,459,25,14,Beginner Level,3.0,Business Finance,2013-02-17,English
897,Buying Call and Put Options - Options beginner strategies,60,266,20,14,Intermediate Level,3.0,Business Finance,2013-02-18,English
898,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),150,104,10,21,All Levels,2.0,Business Finance,2017-02-17,English
899,Valuation of Goodwill for CA / CFA / CMA Exams,20,1509,0,9,All Levels,0.7166666666666667,Business Finance,2015-09-23,English
900,Forex - Catch the Big Market Moves in Forex,20,212,25,14,Intermediate Level,1.5,Business Finance,2014-06-02,English
901,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,25,462,18,34,All Levels,1.0,Business Finance,2015-07-16,English
902,Intermediate Accounting 1: Easy. Fast. Simple!,200,90,12,35,Intermediate Level,2.5,Business Finance,2016-12-29,English
903,Global Macro Investing - Take Control Of The World's Markets,30,153,41,27,Intermediate Level,2.0,Business Finance,2016-05-16,English
904,How to Read a Balance Sheet,50,1055,21,64,Beginner Level,3.5,Business Finance,2014-07-11,English
905,Credit Repair from a Financial Institution,20,157,13,9,All Levels,2.5,Business Finance,2014-01-14,English
906,The Binary Institute -  Binary Options Trading Course,200,103,25,12,All Levels,2.5,Business Finance,2015-12-14,English
907,Mental Models For Wall Street - Become A Better Trader,0,1067,50,35,All Levels,2.0,Business Finance,2016-12-14,English
908,株式投資に向く性格に変えるための心理学を学ぶ,20,58,11,28,All Levels,1.5,Business Finance,2016-06-14,Japanese
909,Matemática Financeira com HP12C e MS Excel,20,74,17,30,Beginner Level,4.5,Business Finance,2016-10-12,Portuguese
910,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0,338,7,6,Beginner Level,1.0,Business Finance,2017-05-30,Spanish
911,Cómo Crear Políticas Contables bajo NIIF para PYMES,20,27,5,6,All Levels,1.0,Business Finance,2015-08-25,Spanish
912,Finanzas Personales para Vivir Libre de Deudas,75,76,13,77,Beginner Level,6.0,Business Finance,2016-04-27,Spanish
913,Finanzas personales: Logrando la Libertad Financiera,30,27,5,12,Beginner Level,2.0,Business Finance,2015-01-09,Spanish
914,株式投資で本当のテクニカル分析ができるようになる,20,68,10,45,Intermediate Level,2.5,Business Finance,2016-07-01,Japanese
915,Aktiver Vermögensaufbau mit ETF,20,112,18,33,Beginner Level,2.0,Business Finance,2016-02-22,German
916,Socorro! Preciso Organizar as Minhas Finanças!,20,72,17,37,All Levels,1.5,Business Finance,2016-01-08,Portuguese
917,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,145,335,16,26,All Levels,1.5,Business Finance,2015-12-16,Spanish
918,Le basi del Trading,200,22,5,18,All Levels,3.5,Business Finance,2017-03-11,Italian
919,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,30,41,3,37,Beginner Level,3.0,Business Finance,2016-05-25,Japanese
920,Profit and Loss Account for bankers and credit analysts,20,1,0,31,Beginner Level,7.5,Business Finance,2017-04-23,English
921,Business Accounts For Managers,30,16,0,23,Beginner Level,3.0,Business Finance,2013-04-23,English
922,Black Scholes Option Pricing Model,25,3,0,10,Beginner Level,1.0,Business Finance,2017-05-03,English
923,Chief Wealth Officer,45,4,0,7,Beginner Level,1.0,Business Finance,2016-06-03,English
924,Practical Accounts Training A,35,2,0,127,Intermediate Level,31.5,Business Finance,2017-01-18,English
